 0.00000	-88.1018
 0.01000	-87.2667
 0.02000	-86.4794
 0.03000	-85.7290
 0.04000	-84.9796
 0.05000	-84.2097
 0.06000	-83.4696
 0.07000	-82.6752
 0.08000	-81.8774
 0.09000	-81.0411
 0.10000	-80.2843
 0.11000	-79.5139
 0.12000	-78.7198
 0.13000	-77.9745
 0.14000	-77.2054
 0.15000	-76.3990
 0.16000	-75.5921
 0.17000	-74.7959
 0.18000	-74.0255
 0.19000	-73.2130
 0.20000	-72.4565
 0.21000	-71.6868
 0.22000	-70.8778
 0.23000	-70.0971
 0.24000	-69.3294
 0.25000	-68.5494
 0.26000	-67.7753
 0.27000	-66.9606
 0.28000	-66.1986
 0.29000	-65.3986
 0.30000	-64.6169
 0.31000	-63.7976
 0.32000	-63.0122
 0.33000	-62.1981
 0.34000	-61.4037
 0.35000	-60.6003
 0.36000	-59.7834
 0.37000	-58.9825
 0.38000	-58.2208
 0.39000	-57.4002
 0.40000	-56.6412
 0.41000	-55.8035
 0.42000	-54.9549
 0.43000	-54.1246
 0.44000	-53.3005
 0.45000	-52.4933
 0.46000	-51.7042
 0.47000	-50.9295
 0.48000	-50.0868
 0.49000	-49.3486
 0.50000	-48.5761
 0.51000	-48.5468
 0.52000	-48.5235
 0.53000	-48.4745
 0.54000	-48.4367
 0.55000	-48.4337
 0.56000	-48.4369
 0.57000	-48.3856
 0.58000	-48.4057
 0.59000	-48.3510
 0.60000	-48.3203
 0.61000	-48.2804
 0.62000	-48.2432
 0.63000	-48.1798
 0.64000	-48.1409
 0.65000	-48.0655
 0.66000	-47.9874
 0.67000	-47.8854
 0.68000	-47.8407
 0.69000	-47.7462
 0.70000	-47.6342
 0.71000	-47.4757
 0.72000	-47.3351
 0.73000	-47.2266
 0.74000	-47.0935
 0.75000	-46.9445
 0.76000	-46.7871
 0.77000	-46.6410
 0.78000	-46.4982
 0.79000	-46.2985
 0.80000	-46.1083
 0.81000	-45.9063
 0.82000	-45.7250
 0.83000	-45.5024
 0.84000	-45.2840
 0.85000	-45.0350
 0.86000	-44.8307
 0.87000	-44.5747
 0.88000	-44.3450
 0.89000	-44.0397
 0.90000	-43.7907
 0.91000	-43.4625
 0.92000	-43.1640
 0.93000	-42.8594
 0.94000	-42.4786
 0.95000	-42.1231
 0.96000	-41.7362
 0.97000	-41.3238
 0.98000	-40.9411
 0.99000	-40.5606
 1.00000	-40.1005
 1.01000	-39.6142
 1.02000	-39.1476
 1.03000	-38.6631
 1.04000	-38.0730
 1.05000	-37.5132
 1.06000	-36.9413
 1.07000	-36.3200
 1.08000	-35.5469
 1.09000	-34.8889
 1.10000	-34.0848
 1.11000	-33.2891
 1.12000	-32.4066
 1.13000	-31.4292
 1.14000	-30.4296
 1.15000	-29.3033
 1.16000	-28.1609
 1.17000	-26.9436
 1.18000	-25.6714
 1.19000	-24.2983
 1.20000	-22.7621
 1.21000	-21.1681
 1.22000	-19.4700
 1.23000	-17.6297
 1.24000	-15.6363
 1.25000	-13.5689
 1.26000	-11.3662
 1.27000	 -9.0272
 1.28000	 -6.5524
 1.29000	 -4.0328
 1.30000	 -1.4585
 1.31000	  1.1764
 1.32000	  3.8082
 1.33000	  6.3996
 1.34000	  8.8619
 1.35000	 11.2700
 1.36000	 13.4997
 1.37000	 15.5696
 1.38000	 17.4386
 1.39000	 19.1629
 1.40000	 20.6445
 1.41000	 21.9468
 1.42000	 23.0292
 1.43000	 23.9096
 1.44000	 24.7176
 1.45000	 25.3587
 1.46000	 25.8995
 1.47000	 26.3792
 1.48000	 26.7401
 1.49000	 27.1058
 1.50000	 27.4055
 1.51000	 27.6955
 1.52000	 27.8465
 1.53000	 28.0529
 1.54000	 28.2066
 1.55000	 28.4120
 1.56000	 28.6214
