-100.00000,-87.95830,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02880,-0.02730,0.00010,,,,,,,,,,,,,,,,,
-99.00000,-87.95840,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02880,-0.02730,0.00010,,,,,,,,,,,,,,,,,
-98.00000,-87.95860,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02890,-0.02730,0.00010,,,,,,,,,,,,,,,,,
-97.00000,-87.95870,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02890,-0.02730,0.00010,,,,,,,,,,,,,,,,,
-96.00000,-87.95880,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02890,-0.02720,0.00010,,,,,,,,,,,,,,,,,
-95.00000,-87.95900,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02890,-0.02720,0.00010,,,,,,,,,,,,,,,,,
-94.00000,-87.95910,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02900,-0.02720,0.00010,,,,,,,,,,,,,,,,,
-93.00000,-87.95930,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02900,-0.02720,0.00010,,,,,,,,,,,,,,,,,
-92.00000,-87.95940,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02900,-0.02710,0.00010,,,,,,,,,,,,,,,,,
-91.00000,-87.95950,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02900,-0.02710,0.00010,,,,,,,,,,,,,,,,,
-90.00000,-87.95970,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02910,-0.02710,0.00010,,,,,,,,,,,,,,,,,
-89.00000,-87.95980,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02910,-0.02710,0.00010,,,,,,,,,,,,,,,,,
-88.00000,-87.95990,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02910,-0.02700,0.00010,,,,,,,,,,,,,,,,,
-87.00000,-87.96010,-0.00240,0.00000,-0.00060,0.00000,0.00000,-0.02910,-0.02700,0.00010,,,,,,,,,,,,,,,,,
