467,-87.7667
468,-87.768
469,-87.7692
470,-87.7705
471,-87.7717
472,-87.7729
473,-87.7742
474,-87.7754
475,-87.7766
476,-87.7778
477,-87.779
478,-87.7802
479,-87.7813
480,-87.7825
481,-87.7837
482,-87.7848
483,-87.786
484,-87.7871
485,-87.7883
486,-87.7894
487,-87.7906
488,-87.7917
489,-87.7928
490,-87.7939
491,-87.795
492,-87.7961
493,-87.7972
494,-87.7983
495,-87.7994
496,-87.8004
497,-87.8015
498,-87.8026
499,-87.8036
500,-87.8047
501,-87.8057
502,-87.8068
503,-87.8078
504,-87.8088
505,-87.8099
506,-87.8109
507,-87.8119
508,-87.8129
509,-87.8139
510,-87.8149
511,-87.8159
512,-87.8169
513,-87.8179
514,-87.8188
515,-87.8198
516,-87.8208
517,-87.8217
518,-87.8227
519,-87.8237
520,-87.8246
521,-87.8255
522,-87.8265
523,-87.8274
524,-87.8283
525,-87.8292
526,-87.8302
527,-87.8311
528,-87.832
529,-87.8329
530,-87.8338
531,-87.8347
532,-87.8355
533,-87.8364
534,-87.8373
535,-87.8382
536,-87.839
537,-87.8399
538,-87.8408
539,-87.8416
540,-87.8425
541,-87.8433
542,-87.8442
543,-87.845
544,-87.8458
545,-87.8466
546,-87.8475
547,-87.8483
548,-87.8491
549,-87.8499
550,-87.8507
551,-87.8515
552,-87.8523
553,-87.8531
554,-87.8539
555,-87.8547
556,-87.8555
557,-87.8562
558,-87.857
559,-87.8578
560,-87.8585
561,-87.8593
562,-87.8601
563,-87.8608
564,-87.8616
565,-87.8623
566,-87.863
567,-87.8638
568,-87.8645
569,-87.8652
570,-87.866
571,-87.8667
572,-87.8674
573,-87.8681
574,-87.8688
575,-87.8695
576,-87.8702
577,-87.8709
578,-87.8716
579,-87.8723
580,-87.873
581,-87.8737
582,-87.8744
583,-87.8751
584,-87.8757
585,-87.8764
586,-87.8771
587,-87.8777
588,-87.8784
589,-87.8791
590,-87.8797
591,-87.8804
592,-87.881
593,-87.8816
594,-87.8823
595,-87.8829
596,-87.8836
597,-87.8842
598,-87.8848
599,-87.8854
600,-87.8861
601,-87.8867
602,-87.8873
603,-87.8879
604,-87.8885
605,-87.8891
606,-87.8897
607,-87.8903
608,-87.8909
609,-87.8915
610,-87.8921
611,-87.8927
612,-87.8933
613,-87.8939
614,-87.8944
615,-87.895
616,-87.8956
617,-87.8961
618,-87.8967
619,-87.8973
620,-87.8978
621,-87.8984
622,-87.899
623,-87.8995
624,-87.9001
625,-87.9006
626,-87.9011
627,-87.9017
628,-87.9022
629,-87.9028
630,-87.9033
631,-87.9038
632,-87.9044
633,-87.9049
634,-87.9054
635,-87.9059
636,-87.9064
637,-87.907
638,-87.9075
639,-87.908
640,-87.9085
641,-87.909
642,-87.9095
643,-87.91
644,-87.9105
645,-87.911
646,-87.9115
647,-87.912
648,-87.9125
649,-87.9129
650,-87.9134
651,-87.9139
652,-87.9144
653,-87.9149
654,-87.9153
655,-87.9158
656,-87.9163
657,-87.9167
658,-87.9172
659,-87.9177
660,-87.9181
661,-87.9186
662,-87.919
663,-87.9195
664,-87.9199
665,-87.9204
666,-87.9208
667,-87.9213
668,-87.9217
669,-87.9222
670,-87.9226
671,-87.923
672,-87.9235
673,-87.9239
674,-87.9243
675,-87.9247
676,-87.9252
677,-87.9256
678,-87.926
679,-87.9264
680,-87.9269
681,-87.9273
682,-87.9277
683,-87.9281
684,-87.9285
685,-87.9289
686,-87.9293
687,-87.9297
688,-87.9301
689,-87.9305
690,-87.9309
691,-87.9313
692,-87.9317
693,-87.9321
694,-87.9325
695,-87.9329
696,-87.9332
697,-87.9336
698,-87.934
699,-87.9344
700,-87.9348
701,-87.9351
702,-87.9355
703,-87.9359
704,-87.9363
705,-87.9366
706,-87.937
707,-87.9374
708,-87.9377
709,-87.9381
710,-87.9385
711,-87.9388
712,-87.9392
713,-87.9395
714,-87.9399
715,-87.9402
716,-87.9406
717,-87.9409
718,-87.9413
719,-87.9416
720,-87.942
721,-87.9423
722,-87.9426
723,-87.943
724,-87.9433
725,-87.9437
726,-87.944
727,-87.9443
728,-87.9447
729,-87.945
730,-87.9453
731,-87.9456
732,-87.946
733,-87.9463
734,-87.9466
735,-87.9469
736,-87.9472
737,-87.9476
738,-87.9479
739,-87.9482
740,-87.9485
741,-87.9488
742,-87.9491
743,-87.9494
744,-87.9497
745,-87.95
746,-87.9503
747,-87.9507
748,-87.951
749,-87.9513
750,-87.9516
751,-87.9518
752,-87.9521
753,-87.9524
754,-87.9527
755,-87.953
756,-87.9533
757,-87.9536
758,-87.9539
759,-87.9542
760,-87.9545
761,-87.9547
762,-87.955
763,-87.9553
764,-87.9556
765,-87.9559
766,-87.9561
767,-87.9564
768,-87.9567
769,-87.957
770,-87.9572
771,-87.9575
772,-87.9578
773,-87.958
774,-87.9583
775,-87.9586
776,-87.9588
777,-87.9591
778,-87.9594
779,-87.9596
780,-87.9599
781,-87.9601
782,-87.9604
783,-87.9606
784,-87.9609
785,-87.9612
786,-87.9614
787,-87.9617
788,-87.9619
789,-87.9622
790,-87.9624
791,-87.9627
792,-87.9629
793,-87.9631
794,-87.9634
795,-87.9636
796,-87.9639
797,-87.9641
798,-87.9643
799,-87.9646
800,-87.9648
801,-87.9651
802,-87.9653
803,-87.9655
804,-87.9658
805,-87.966
