 0.00000	-87.7074
 0.01000	-86.9543
 0.02000	-86.1643
 0.03000	-85.4093
 0.04000	-84.6129
 0.05000	-83.7938
 0.06000	-83.0076
 0.07000	-82.1961
 0.08000	-81.3665
 0.09000	-80.5996
 0.10000	-79.8242
 0.11000	-79.0503
 0.12000	-78.2717
 0.13000	-77.4710
 0.14000	-76.7141
 0.15000	-75.9188
 0.16000	-75.1230
 0.17000	-74.3453
 0.18000	-73.5522
 0.19000	-72.7936
 0.20000	-71.9446
 0.21000	-71.1544
 0.22000	-70.3367
 0.23000	-69.5933
 0.24000	-68.7655
 0.25000	-67.9615
 0.26000	-67.2154
 0.27000	-66.4377
 0.28000	-65.6193
 0.29000	-64.8945
 0.30000	-64.0859
 0.31000	-63.2594
 0.32000	-62.5109
 0.33000	-61.6940
 0.34000	-60.9183
 0.35000	-60.1228
 0.36000	-59.3439
 0.37000	-58.5277
 0.38000	-57.7402
 0.39000	-56.9593
 0.40000	-56.2232
 0.41000	-55.4345
 0.42000	-54.6063
 0.43000	-53.7963
 0.44000	-53.0189
 0.45000	-52.1919
 0.46000	-51.4472
 0.47000	-50.6758
 0.48000	-49.8632
 0.49000	-49.0447
 0.50000	-48.2598
 0.51000	-48.2608
 0.52000	-48.2413
 0.53000	-48.2563
 0.54000	-48.2106
 0.55000	-48.2104
 0.56000	-48.1279
 0.57000	-48.1251
 0.58000	-48.0942
 0.59000	-48.0474
 0.60000	-48.0397
 0.61000	-47.9187
 0.62000	-47.8565
 0.63000	-47.7879
 0.64000	-47.7042
 0.65000	-47.5830
 0.66000	-47.4949
 0.67000	-47.4223
 0.68000	-47.3346
 0.69000	-47.2701
 0.70000	-47.1845
 0.71000	-47.0623
 0.72000	-46.9221
 0.73000	-46.8313
 0.74000	-46.7257
 0.75000	-46.6022
 0.76000	-46.4144
 0.77000	-46.2891
 0.78000	-46.1055
 0.79000	-45.8897
 0.80000	-45.6378
 0.81000	-45.3982
 0.82000	-45.2099
 0.83000	-44.9946
 0.84000	-44.8008
 0.85000	-44.5232
 0.86000	-44.2691
 0.87000	-44.0082
 0.88000	-43.7975
 0.89000	-43.5148
 0.90000	-43.2540
 0.91000	-42.9758
 0.92000	-42.6662
 0.93000	-42.2979
 0.94000	-41.9619
 0.95000	-41.5868
 0.96000	-41.1478
 0.97000	-40.7399
 0.98000	-40.3291
 0.99000	-39.8686
 1.00000	-39.4159
 1.01000	-38.9664
 1.02000	-38.4136
 1.03000	-37.8789
 1.04000	-37.2904
 1.05000	-36.6677
 1.06000	-36.0209
 1.07000	-35.2820
 1.08000	-34.5386
 1.09000	-33.7568
 1.10000	-32.9033
 1.11000	-32.0572
 1.12000	-31.1247
 1.13000	-30.1523
 1.14000	-29.0899
 1.15000	-27.9002
 1.16000	-26.6881
 1.17000	-25.3456
 1.18000	-23.8697
 1.19000	-22.3505
 1.20000	-20.7868
 1.21000	-19.0925
