 0.00000	-88.3097
 0.01000	-87.5274
 0.02000	-86.7695
 0.03000	-86.0270
 0.04000	-85.2497
 0.05000	-84.5456
 0.06000	-83.7609
 0.07000	-82.9310
 0.08000	-82.1696
 0.09000	-81.3857
 0.10000	-80.5776
 0.11000	-79.7805
 0.12000	-78.9823
 0.13000	-78.2132
 0.14000	-77.4760
 0.15000	-76.7277
 0.16000	-75.9084
 0.17000	-75.1095
 0.18000	-74.3299
 0.19000	-73.5095
 0.20000	-72.6795
 0.21000	-71.8814
 0.22000	-71.0811
 0.23000	-70.2795
 0.24000	-69.4559
 0.25000	-68.6286
 0.26000	-67.8573
 0.27000	-67.0606
 0.28000	-66.2646
 0.29000	-65.4929
 0.30000	-64.7160
 0.31000	-63.9094
 0.32000	-63.1152
 0.33000	-62.2969
 0.34000	-61.4808
 0.35000	-60.6957
 0.36000	-59.9259
 0.37000	-59.1512
 0.38000	-58.3713
 0.39000	-57.6301
 0.40000	-56.7966
 0.41000	-56.0406
 0.42000	-55.1840
 0.43000	-54.4008
 0.44000	-53.5397
 0.45000	-52.7236
 0.46000	-51.9703
 0.47000	-51.1446
 0.48000	-50.3662
 0.49000	-49.5326
 0.50000	-48.7293
 0.51000	-48.6921
 0.52000	-48.6401
 0.53000	-48.6248
 0.54000	-48.5948
 0.55000	-48.5595
 0.56000	-48.5163
 0.57000	-48.5058
 0.58000	-48.4710
 0.59000	-48.4453
 0.60000	-48.3982
 0.61000	-48.3327
 0.62000	-48.3072
 0.63000	-48.2904
 0.64000	-48.2332
 0.65000	-48.1808
 0.66000	-48.1761
 0.67000	-48.0870
 0.68000	-48.0048
 0.69000	-47.9131
 0.70000	-47.8273
 0.71000	-47.7229
 0.72000	-47.5988
 0.73000	-47.5242
 0.74000	-47.4037
 0.75000	-47.2648
 0.76000	-47.1145
 0.77000	-46.9581
 0.78000	-46.7960
 0.79000	-46.6713
 0.80000	-46.4900
 0.81000	-46.2799
 0.82000	-46.0190
 0.83000	-45.8868
 0.84000	-45.6980
 0.85000	-45.5216
 0.86000	-45.2933
 0.87000	-45.0783
 0.88000	-44.8209
 0.89000	-44.5813
 0.90000	-44.2825
 0.91000	-43.9785
 0.92000	-43.7058
 0.93000	-43.4370
 0.94000	-43.1101
 0.95000	-42.7730
 0.96000	-42.4521
 0.97000	-42.1026
 0.98000	-41.6947
 0.99000	-41.2762
 1.00000	-40.8780
 1.01000	-40.4794
 1.02000	-40.0456
 1.03000	-39.5860
 1.04000	-39.0487
 1.05000	-38.5110
 1.06000	-37.9707
 1.07000	-37.3979
 1.08000	-36.8158
 1.09000	-36.1785
